"","logFC","AveExpr","t","P.Value","adj.P.Val","B","deltaBeta","CpG"
"cg12921171",3.55866127390175,3.41494875112685,26.3559962687923,4.01601728331152e-09,1.7256641831122e-08,11.8532268341563,0.300643553794005,"cg12921171"
"cg07902473",-3.83342965861886,-3.84154718049039,-26.3543311119002,4.01804611661948e-09,1.7262751771273e-08,11.8527410169536,0.16614399056986,"cg07902473"
"cg04844971",-3.62750537988473,-3.65375281413063,-26.3542881955059,4.01809842131879e-09,1.726281352079e-08,11.8527284953865,0.156971007097129,"cg04844971"
"cg02156314",-5.1030432422457,-5.37126515724893,-26.3537826024528,4.01871467444491e-09,1.7264500437392e-08,11.8525809783252,0.132722845243364,"cg02156314"
"cg27487021",3.92080406869038,3.80607521050286,26.3537170729865,4.01879455423105e-09,1.7264500437392e-08,11.8525618585089,0.126170223949385,"cg27487021"
"cg12958966",4.07758922968474,4.16757046420792,26.3483012508603,4.02540255386111e-09,1.72804908535711e-08,11.8509814535668,-0.153127059275234,"cg12958966"
"cg05100279",3.3327471732776,3.13505087281439,26.3469784074046,4.02701844580158e-09,1.72849819638761e-08,11.8505953690391,0.111382782586506,"cg05100279"
"cg01625368",-3.45029828393902,-3.47493992461699,-26.3463297277064,4.02781109306711e-09,1.72869168369885e-08,11.8504060367354,0.117630159640196,"cg01625368"
"cg22925006",-4.49860784381777,-4.40661781423478,-26.3440483985511,4.03060013032619e-09,1.72935392125176e-08,11.8497401309544,0.111325766176681,"cg22925006"
"cg17687040",-3.60019727747247,-3.68138574291943,-26.3345488580902,4.04223711750663e-09,1.73215516359097e-08,11.8469664930635,-0.100607574598235,"cg17687040"
"cg09092161",-5.67524804526235,-5.69124851920959,-26.3186187822549,4.06183629227311e-09,1.7368897755714e-08,11.8423124637202,-0.181007964020566,"cg09092161"
"cg01500844",-4.89821883500985,-4.77914242668987,-26.3186115617607,4.06184519998099e-09,1.7368897755714e-08,11.8423103534224,-0.183742969065292,"cg01500844"
"cg11593588",-5.35805802414785,-5.54708156489689,-26.3123005782798,4.06963926378476e-09,1.73899828645744e-08,11.8404655950104,0.103204328252936,"cg11593588"
"cg00782925",-3.56079441653194,-3.41208796882783,-26.3103887490426,4.07200368471974e-09,1.73948918656992e-08,11.8399066398276,-0.162956903249747,"cg00782925"
"cg13772932",4.22084353596722,4.25143090472466,26.3093450100403,4.0732951611211e-09,1.73979028592412e-08,11.8396014637331,0.144133277670276,"cg13772932"
"cg20993114",-5.29772980044214,-5.43609775887436,-26.2975279323309,4.08794920578815e-09,1.74346965138975e-08,11.8361452360728,-0.143205175940567,"cg20993114"
"cg10383829",-4.48215680056804,-4.42636887475786,-26.2800442944171,4.1097388737528e-09,1.74869857858e-08,11.8310280805908,-0.198016807026934,"cg10383829"
"cg07511633",3.64804297992669,3.71279345037275,26.2793621948554,4.11059160549112e-09,1.74891617235713e-08,11.8308283551337,-0.144070884046544,"cg07511633"
"cg13146813",-3.54045259854995,-3.66259808500473,-26.2788259249289,4.11126216670435e-09,1.74901968741118e-08,11.8306713254469,0.100209610941415,"cg13146813"
"cg10191891",3.55186083294362,3.40197175653426,26.2784498811859,4.11173245155925e-09,1.74913800298386e-08,11.8305612105251,0.101748962788846,"cg10191891"
"cg03493932",4.03742477143419,4.24995734917862,26.2703322543569,4.12189918997066e-09,1.75149924825322e-08,11.8281836848531,0.1805081905443,"cg03493932"
"cg26755083",-5.02238817980404,-5.2263029552879,-26.2683779122052,4.12435107421731e-09,1.75224567959487e-08,11.8276111506048,-0.272208774164157,"cg26755083"
"cg22871175",3.29528112458599,3.31268206708596,26.2671021354457,4.12595252509785e-09,1.75268063193711e-08,11.8272373765499,0.106772046960236,"cg22871175"
"cg12246156",3.98385033103921,4.02892888907383,26.2665727445087,4.12661726129774e-09,1.7528157593117e-08,11.8270822701413,-0.127144413919221,"cg12246156"
"cg17919020",-3.91348284567874,-4.04034126716738,-26.2659400777788,4.12741183469592e-09,1.75308392608872e-08,11.8268968997686,0.106292895691994,"cg17919020"
"cg11245682",3.94133861298183,4.00194955821356,26.2636320584859,4.13031195894739e-09,1.7538080982328e-08,11.82622060606,0.10189093331227,"cg11245682"
"cg08740477",-4.95680264835171,-5.0555993780706,-26.2625854065563,4.13162787533787e-09,1.75402728984262e-08,11.8259138924246,-0.119159732807992,"cg08740477"
"cg01314165",3.96919274150044,4.05147991296314,26.2618353653903,4.13257116354807e-09,1.75415382047469e-08,11.8256940889295,-0.100696442415457,"cg01314165"
"cg21997740",4.01275962670247,4.03823737011217,26.2600227962451,4.13485173672876e-09,1.75470845155633e-08,11.825162873437,0.154458935453546,"cg21997740"
"cg08644341",3.96729349802748,4.10705071643804,26.255702749421,4.1402929146772e-09,1.75601868108393e-08,11.8238965973717,0.114800672062684,"cg08644341"
"cg00251270",4.17564828238422,4.20832039963585,26.2440832646807,4.15496779249275e-09,1.75960254915241e-08,11.8204894364224,0.102833174898973,"cg00251270"
"cg13483597",-4.29902355082434,-4.35315690059753,-26.2349587504071,4.16653256781366e-09,1.76244339734715e-08,11.8178125411097,0.10775582461849,"cg13483597"
"cg24911905",4.57823943757466,4.78359570118131,26.2345069744105,4.16710610489829e-09,1.76259457144185e-08,11.8176799713574,-0.115522036123927,"cg24911905"
"cg13184872",-5.83354949596485,-5.98356657389836,-26.2316971305759,4.17067523828267e-09,1.76335017676255e-08,11.8168553825731,0.129268146575178,"cg13184872"
"cg24789596",-5.04436287734132,-5.11863208989109,-26.2285564323676,4.17466869299484e-09,1.76443209553875e-08,11.815933568393,0.11100467640704,"cg24789596"
"cg08235984",3.39447600606796,3.45550383843861,26.2270596472894,4.17657339242466e-09,1.76495846966319e-08,11.8154942039623,0.18548509944581,"cg08235984"
"cg08452146",-3.98595947042551,-4.15961247867233,-26.2253980653161,4.17868894292819e-09,1.7654728175134e-08,11.8150064283305,-0.129920853085722,"cg08452146"
"cg16178878",-4.19295069523864,-4.06881636954376,-26.2205631975273,4.18485161282367e-09,1.7669964504091e-08,11.8135868787611,0.139390348569011,"cg16178878"
"cg01367751",3.52609926281592,3.50797159368321,26.2148843697695,4.19210305215802e-09,1.76890944798389e-08,11.8119191165929,0.132227760040498,"cg01367751"
"cg12443753",-5.41579989569457,-5.45476337312521,-26.2114026492821,4.19655592360387e-09,1.76993503941077e-08,11.8108963778523,0.107696418892037,"cg12443753"
"cg12002314",-4.66847091404504,-4.75662491719104,-26.1924862129212,4.22084166877293e-09,1.7753242353206e-08,11.8053367796103,0.115383450687457,"cg12002314"
"cg09835543",-3.88749867885824,-4.00440818705454,-26.180480650754,4.23633675302473e-09,1.77859312496661e-08,11.8018056903336,-0.101487703397617,"cg09835543"
"cg10447539",3.94601205360261,3.6689309166928,26.1804781389115,4.23634000163014e-09,1.77859312496661e-08,11.8018049513348,-0.118160532924302,"cg10447539"
"cg24801937",3.93208259547794,3.90111148257106,26.1798820529184,4.23711100810459e-09,1.77879708747511e-08,11.8016295768272,0.145098633696486,"cg24801937"
"cg02705487",4.67037426745372,4.74914045771113,26.1691246137805,4.25105230677629e-09,1.7819482825325e-08,11.7984637673836,0.102659021147785,"cg02705487"
"cg24339785",3.76231767662919,3.63818939941389,26.1691169231381,4.25106229200483e-09,1.7819482825325e-08,11.7984615035177,0.132835314315748,"cg24339785"
"cg14289093",3.31896277939746,3.43274376984995,26.1690446741157,4.25115609858775e-09,1.7819482825325e-08,11.7984402358007,0.10954282885181,"cg14289093"
"cg24315199",3.52452033922323,3.5285773199974,26.1688131196135,4.25145675965018e-09,1.78199415383093e-08,11.7983720733346,0.137807796537793,"cg24315199"
"cg11461482",3.69532509728553,3.90847279685214,26.1575610774807,4.26609573232833e-09,1.78589691280688e-08,11.7950589078713,-0.132241934264422,"cg11461482"
"cg12468056",-4.36768250506487,-4.59234728807005,-26.1568741608464,4.26699124570525e-09,1.78612835214624e-08,11.7948565871953,0.118365028587532,"cg12468056"
"cg22943782",-3.8693061828109,-3.95395078633809,-26.1397567250678,4.28937503950446e-09,1.79138760243174e-08,11.7898127553001,-0.14757332396191,"cg22943782"
"cg10331390",4.16498788608172,4.30615681600229,26.1371986496474,4.292731440242e-09,1.79207971978158e-08,11.7890586353652,-0.184991121142454,"cg10331390"
"cg07562458",-4.36692488294057,-4.13887987661874,-26.1371661976563,4.29277403879746e-09,1.79208106433306e-08,11.7890490679319,-0.12007067777943,"cg07562458"
"cg08926365",4.44119951094142,4.53280948269867,26.1370826980005,4.29288364795819e-09,1.79209068916704e-08,11.7890244506561,-0.246731205922318,"cg08926365"
"cg11038843",-3.27240065238165,-3.28302365586086,-26.1370635478046,4.29290878667114e-09,1.79209068916704e-08,11.7890188048027,-0.165268170778575,"cg11038843"
"cg20462500",3.32598843414219,3.39413000687234,26.1369719885622,4.29302897997153e-09,1.79209068916704e-08,11.7889918112702,-0.142719922185726,"cg20462500"
"cg10317628",-3.35947033207759,-3.40426421461704,-26.1359809505443,4.29433019502389e-09,1.79244221493938e-08,11.7886996254482,0.127963213323169,"cg10317628"
"cg03421801",3.30445300743204,3.28712306934432,26.1240941127929,4.30997194746865e-09,1.79642590768804e-08,11.7851939678025,0.114905394054175,"cg03421801"
"cg25755057",3.3242126632733,3.23881301173813,26.1209064163667,4.31417746782634e-09,1.79738897920108e-08,11.784253514171,-0.105454345246539,"cg25755057"
"cg13434989",-4.37009080981273,-4.36678554572215,-26.1207972427191,4.31432158191887e-09,1.79741611139971e-08,11.7842213025447,0.144338640418077,"cg13434989"
"cg24993607",3.62946839237924,3.70894331885801,26.1205145607064,4.31469475991668e-09,1.79754102405111e-08,11.7841378965828,0.104474033382645,"cg24993607"
"cg05265105",3.69632186834394,3.60202763205429,26.1127965231962,4.32489761265645e-09,1.80009418125503e-08,11.7818602344842,-0.112778285143966,"cg05265105"
"cg09906193",-4.45153480183573,-4.44792644974805,-26.1044123025756,4.3360118258054e-09,1.80295356368008e-08,11.7793850181907,0.1550658790787,"cg09906193"
"cg02330394",-4.47772495341756,-4.52158277702119,-26.1036557097088,4.33701634950455e-09,1.80318070036795e-08,11.7791616053634,0.124588159909222,"cg02330394"
"cg04082353",-4.65844603505856,-4.65426366551995,-26.071327159081,4.38018380423009e-09,1.81315610044856e-08,11.7696077739318,0.11626524112521,"cg04082353"
"cg11844079",-4.84653496140888,-4.99079344287138,-26.0683863299795,4.38413448607464e-09,1.81393096030518e-08,11.7687379538675,-0.117998846398706,"cg11844079"
"cg12008643",5.39757603078686,5.48767042166631,26.0561828755096,4.40057128173959e-09,1.8180071083567e-08,11.7651271770873,0.120590482843803,"cg12008643"
"cg07782901",-5.64903979897154,-5.8359400167665,-26.051335918535,4.40711881690606e-09,1.81965231072928e-08,11.7636924636318,0.122356471057778,"cg07782901"
"cg00250811",-4.32488002272217,-4.32399483042744,-26.0442842680096,4.416664109361e-09,1.82197353133681e-08,11.7616045566953,-0.110927905407856,"cg00250811"
"cg19850545",-3.23592194997194,-3.25257879639384,-26.0422620355681,4.41940573439932e-09,1.82250979124061e-08,11.7610056677929,0.101285012717917,"cg19850545"
"cg14420715",4.17880707984684,4.19610688653332,26.0422007224894,4.41948888893502e-09,1.82251135157194e-08,11.7609875088696,0.108229683576069,"cg14420715"
"cg12807946",3.78557965275978,3.6397625257447,26.0422001900807,4.41948961101051e-09,1.82251135157194e-08,11.7609873511874,0.140468984675044,"cg12807946"
"cg00702693",-5.72812356290583,-5.8307407736272,-26.0412937449301,4.4207191627792e-09,1.82282018851116e-08,11.7607188855985,-0.104362784426917,"cg00702693"
"cg12527175",-3.83236001834288,-3.62376849627222,-26.0371282457739,4.42637441242714e-09,1.82408380093078e-08,11.7594850219591,-0.107792422953511,"cg12527175"
"cg07139350",4.27036855275661,4.53144906279494,26.0334783021856,4.43133639884307e-09,1.82532924566189e-08,11.7584036677667,0.104921854989537,"cg07139350"
"cg23509077",3.91780151426155,3.73230243344202,26.0330351383621,4.43193929142542e-09,1.82549497197768e-08,11.7582723604558,0.101613502972628,"cg23509077"
"cg10339344",-3.73363273677421,-3.83645061434426,-26.0230219582302,4.44558607717425e-09,1.82857016929163e-08,11.7553047563297,0.135434937799253,"cg10339344"
"cg00144414",4.79224378956566,4.81808291748788,26.0201775686484,4.44947124307249e-09,1.82945844240509e-08,11.754461504177,0.107883456130531,"cg00144414"
"cg11311579",-6.21602322680796,-6.33197242958096,-26.0095554370741,4.4640137944664e-09,1.83299938993609e-08,11.7513114291453,0.13021342891279,"cg11311579"
"cg08007395",3.87747542370964,3.81170078897602,26.0075811258404,4.46672266076588e-09,1.83363203803462e-08,11.7507257542785,0.129268088625153,"cg08007395"
"cg11987534",-4.32606585126866,-4.34742059043306,-25.9979477494931,4.47996668999741e-09,1.83725822501954e-08,11.7478672362637,0.112524007589716,"cg11987534"
"cg14302489",-3.71970661128363,-3.68046843251142,-25.9896442160476,4.49141782056669e-09,1.84008476353218e-08,11.7454022584405,0.104994289261052,"cg14302489"
"cg10502118",-3.8625200635308,-4.1806533994989,-25.9851244487433,4.49766468988553e-09,1.84128483772216e-08,11.7440601106448,0.103822406994349,"cg10502118"
"ch.4.3472400R",-3.88772026432417,-3.72567342117727,-25.9827774800796,4.50091233314632e-09,1.84198473247595e-08,11.7433630614615,0.122062783716167,"ch.4.3472400R"
"cg06798092",-4.57079863613609,-4.51369796541561,-25.979902347841,4.50489441645238e-09,1.84308402318769e-08,11.742509040336,0.121433745258322,"cg06798092"
"cg17471779",-4.12580109229379,-3.92957824565315,-25.975516094322,4.51097703663424e-09,1.84452792782972e-08,11.7412059319884,0.122737390590864,"cg17471779"
"cg23091984",-5.6330280941447,-5.77564577980739,-25.9688809504338,4.52019582510228e-09,1.84656700330946e-08,11.7392341789431,0.107936058218875,"cg23091984"
"cg27447557",-6.32194889876095,-6.39542255435715,-25.9631522023318,4.52817229178807e-09,1.84866889903426e-08,11.7375312703087,0.133720458504941,"cg27447557"
"cg14665825",4.3182343086182,4.34890441643143,25.9604634212327,4.53192148388805e-09,1.84950269954353e-08,11.7367318499468,0.104898519541488,"cg14665825"
"cg01907457",4.94105489893275,4.87721626138711,25.9576494926977,4.53584891138364e-09,1.85035874475592e-08,11.7358951101098,-0.155967126719501,"cg01907457"
"cg13770573",4.10495853955478,4.12089736241513,25.9557687148021,4.53847606149532e-09,1.85093280500982e-08,11.7353357853316,0.104300675887328,"cg13770573"
"cg09480227",3.30258474106147,3.17395144255533,25.9555767110872,4.53874435647361e-09,1.85100656965638e-08,11.7352786824682,0.157343857865974,"cg09480227"
"cg04657639",-4.48346974007763,-4.56920847777856,-25.9488742500989,4.54812115808759e-09,1.85338498785903e-08,11.7332850056443,0.121247746882394,"cg04657639"
"cg06346857",4.61821440410836,4.7745000274668,25.9487511842861,4.54829353141106e-09,1.85338498785903e-08,11.7332483931448,0.114347918555093,"cg06346857"
"cg23694811",4.11499950360148,4.11691426974805,25.9427643486592,4.55668791284555e-09,1.85528437705041e-08,11.7314670266018,0.104342426581282,"cg23694811"
"cg13208054",4.26367822644789,4.21308056509661,25.941935591296,4.55785131634256e-09,1.85562525269154e-08,11.7312203915763,0.124438540151727,"cg13208054"
"cg27156542",5.52901010100421,5.77134446670375,25.9345114416416,4.56828816756173e-09,1.85832830702669e-08,11.7290105530774,0.127380176887372,"cg27156542"
"cg09681089",-3.45385264772052,-3.37493430594315,-25.9317509305943,4.57217572671433e-09,1.85915974532582e-08,11.7281886700438,-0.114777406203985,"cg09681089"
"cg23095680",-4.42325683483455,-4.44397815602106,-25.9297656309137,4.57497387058985e-09,1.85978458047339e-08,11.7275975219041,0.179215259522518,"cg23095680"
"cg23287547",-4.13363741306392,-4.29215020345905,-25.9296029421452,4.57520325446017e-09,1.85982858747046e-08,11.7275490767508,0.173982173729985,"cg23287547"
"cg00110687",3.57668908253694,3.64433676600975,25.9295618801451,4.57526115207985e-09,1.85982858747046e-08,11.7275368493261,0.1541360648107,"cg00110687"
"cg05409601",-5.28715478409454,-5.31916339438398,-25.929551492857,4.57527579833701e-09,1.85982858747046e-08,11.7275337562,-0.110313771957817,"cg05409601"
"cg08119256",4.51882293483999,4.5152759649333,25.9290238855681,4.57601980302839e-09,1.85996055653757e-08,11.7273766432941,-0.122689473866566,"cg08119256"
"cg27024417",-3.80630387427277,-3.68844100697779,-25.9264752304175,4.57961569856027e-09,1.86077399853497e-08,11.7266176387273,0.151112841856478,"cg27024417"
"cg16010163",4.20762384070644,4.32511918532728,25.9137817615078,4.5975722056817e-09,1.86496079262511e-08,11.7228360578872,0.116371672417975,"cg16010163"
"cg09962925",6.12377304614198,6.11973687723823,25.9019563537601,4.61437186458945e-09,1.86902225137756e-08,11.7193110003244,0.121085533964388,"cg09962925"
"cg05301794",3.72968828743438,3.83149801107831,25.9014891526952,4.61503700306e-09,1.86914194118878e-08,11.7191716901644,0.112258169061862,"cg05301794"
"cg07512290",4.30494192612807,4.21944922102702,25.8980619521702,4.61991948491935e-09,1.87022063285979e-08,11.7181496703409,0.101564787972357,"cg07512290"
"cg24596691",3.87133760534986,4.07253196967486,25.8908211974012,4.63025393518083e-09,1.87266418346697e-08,11.7159898604917,0.141017904116444,"cg24596691"
"cg16306043",3.79559470136081,3.67741077413009,25.8838186348998,4.64027311092828e-09,1.87519082599461e-08,11.7139003812609,0.115089741988655,"cg16306043"
"cg16292451",4.2237386164873,4.29509266846133,25.8746714185844,4.65339750512733e-09,1.878653346952e-08,11.7111698985713,-0.16570605366248,"cg16292451"
"cg12744191",3.38628534991452,3.28612476833709,25.8746597054825,4.65341433773442e-09,1.878653346952e-08,11.7111664013873,-0.141036687292571,"cg12744191"
